	ncorr_100_ncomp_80_pos_(25.6201, 10.472585)	ncorr_100_ncomp_80_pos_(25.6201, 10.472585)	ncorr_100_ncomp_80_pos_(25.6201, 10.472585)	ncorr_100_ncomp_80_pos_(25.6201, 10.472585)	ncorr_100_ncomp_80_pos_(25.6201, 10.472585)	ncorr_100_ncomp_80_pos_(25.6201, 10.472585)
	1283	6418	12836	25673	64184	128368
ctr	0.01541963	0.01519380	0.01968767	0.01197496	0.01500338	0.01981343
sn	0.07779614	2.31124959	2.50474982	1.73962406	2.14250344	2.51994788
flux	60.48535058	59.59952967	77.22725880	46.97324531	58.85258140	77.72059876
	ncorr_100_ncomp_100_pos_(25.6201, 10.472585)	ncorr_100_ncomp_100_pos_(25.6201, 10.472585)	ncorr_100_ncomp_100_pos_(25.6201, 10.472585)	ncorr_100_ncomp_100_pos_(25.6201, 10.472585)	ncorr_100_ncomp_100_pos_(25.6201, 10.472585)	ncorr_100_ncomp_100_pos_(25.6201, 10.472585)
	1283	6418	12836	25673	64184	128368
ctr	0.01179088	0.01433584	0.01529016	0.00895201	0.00719171	0.01399752
sn	0.04984206	2.99450483	2.03905102	2.23940766	1.60105384	2.33992702
flux	46.25116593	56.23408994	59.97750729	35.11533965	28.21036641	54.90695790
	ncorr_100_ncomp_150_pos_(25.6201, 10.472585)	ncorr_100_ncomp_150_pos_(25.6201, 10.472585)	ncorr_100_ncomp_150_pos_(25.6201, 10.472585)	ncorr_100_ncomp_150_pos_(25.6201, 10.472585)	ncorr_100_ncomp_150_pos_(25.6201, 10.472585)	ncorr_100_ncomp_150_pos_(25.6201, 10.472585)
	1283	6418	12836	25673	64184	128368
ctr	0.01042551	0.00283045	0.00424027	0.00326929	0.00360487	0.00430923
sn	0.16263245	1.10589663	1.37723604	1.77166660	1.59969246	1.29503776
flux	40.89530992	11.10277821	16.63297474	12.82416954	14.14053238	16.90345994
	pct_1283_ncorr_50_pos_(25.6201, 10.472585)	pct_1283_ncorr_50_pos_(25.6201, 10.472585)	pct_1283_ncorr_50_pos_(25.6201, 10.472585)	pct_1283_ncorr_50_pos_(25.6201, 10.472585)	pct_1283_ncorr_50_pos_(25.6201, 10.472585)	pct_1283_ncorr_50_pos_(25.6201, 10.472585)
	20	40	60	80	100	150
ctr	0.00874767	0.03812866	0.01963476	0.01163915	0.01595211	0.01233115
sn	-0.07038153	0.22239286	0.12628125	-0.03378952	0.25493713	0.30215592
flux	34.31379400	149.56431090	77.01972722	45.65596918	62.57407495	48.37043707
	pct_1283_ncorr_100_pos_(25.6201, 10.472585)	pct_1283_ncorr_100_pos_(25.6201, 10.472585)	pct_1283_ncorr_100_pos_(25.6201, 10.472585)	pct_1283_ncorr_100_pos_(25.6201, 10.472585)	pct_1283_ncorr_100_pos_(25.6201, 10.472585)	pct_1283_ncorr_100_pos_(25.6201, 10.472585)
	20	40	60	80	100	150
ctr	-0.03441402	0.00643566	0.01547777	0.01541963	0.01179088	0.01042551
sn	-0.44676678	-0.12083997	0.06299466	0.07779614	0.04984206	0.16263245
flux	-134.99318625	25.24464388	60.71342476	60.48535058	46.25116593	40.89530992
	pct_6418_ncorr_50_pos_(25.6201, 10.472585)	pct_6418_ncorr_50_pos_(25.6201, 10.472585)	pct_6418_ncorr_50_pos_(25.6201, 10.472585)	pct_6418_ncorr_50_pos_(25.6201, 10.472585)	pct_6418_ncorr_50_pos_(25.6201, 10.472585)	pct_6418_ncorr_50_pos_(25.6201, 10.472585)
	20	40	60	80	100	150
ctr	0.04738049	0.03148582	0.02730769	0.01795359	0.01574445	0.00542230
sn	0.67770033	1.12707580	2.03105973	1.98937712	2.54091459	1.70481106
flux	185.85570753	123.50693789	107.11771186	70.42511948	61.75950533	21.26961671
	pct_6418_ncorr_100_pos_(25.6201, 10.472585)	pct_6418_ncorr_100_pos_(25.6201, 10.472585)	pct_6418_ncorr_100_pos_(25.6201, 10.472585)	pct_6418_ncorr_100_pos_(25.6201, 10.472585)	pct_6418_ncorr_100_pos_(25.6201, 10.472585)	pct_6418_ncorr_100_pos_(25.6201, 10.472585)
	20	40	60	80	100	150
ctr	0.05051242	0.03275946	0.03149844	0.01519380	0.01433584	0.00283045
sn	0.96074312	1.26416103	2.73731923	2.31124959	2.99450483	1.10589663
flux	198.14110240	128.50294523	123.55643740	59.59952967	56.23408994	11.10277821
	pct_12836_ncorr_50_pos_(25.6201, 10.472585)	pct_12836_ncorr_50_pos_(25.6201, 10.472585)	pct_12836_ncorr_50_pos_(25.6201, 10.472585)	pct_12836_ncorr_50_pos_(25.6201, 10.472585)	pct_12836_ncorr_50_pos_(25.6201, 10.472585)	pct_12836_ncorr_50_pos_(25.6201, 10.472585)
	20	40	60	80	100	150
ctr	0.06970923	0.04294574	0.02700760	0.02044544	0.01732499	0.00549635
sn	1.41817348	1.98779169	2.30942998	2.76346725	2.65022082	2.20896326
flux	273.44292486	168.45989689	105.94057594	80.19973357	67.95937271	21.56010822
	pct_12836_ncorr_100_pos_(25.6201, 10.472585)	pct_12836_ncorr_100_pos_(25.6201, 10.472585)	pct_12836_ncorr_100_pos_(25.6201, 10.472585)	pct_12836_ncorr_100_pos_(25.6201, 10.472585)	pct_12836_ncorr_100_pos_(25.6201, 10.472585)	pct_12836_ncorr_100_pos_(25.6201, 10.472585)
	20	40	60	80	100	150
ctr	0.05711867	0.02989165	0.03281752	0.01968767	0.01529016	0.00424027
sn	0.98068888	1.29090175	3.14393056	2.50474982	2.03905102	1.37723604
flux	224.05492187	117.25363795	128.73069794	77.22725880	59.97750729	16.63297474
	pct_25673_ncorr_50_pos_(25.6201, 10.472585)	pct_25673_ncorr_50_pos_(25.6201, 10.472585)	pct_25673_ncorr_50_pos_(25.6201, 10.472585)	pct_25673_ncorr_50_pos_(25.6201, 10.472585)	pct_25673_ncorr_50_pos_(25.6201, 10.472585)	pct_25673_ncorr_50_pos_(25.6201, 10.472585)
	20	40	60	80	100	150
ctr	0.05108220	0.02207853	0.01951160	0.01369453	0.00911912	0.00372437
sn	1.03992720	0.89650439	2.29220876	2.02670123	2.17461742	1.81257086
flux	200.37614461	86.60569691	76.53661922	53.71845748	35.77085594	14.60931118
	pct_25673_ncorr_100_pos_(25.6201, 10.472585)	pct_25673_ncorr_100_pos_(25.6201, 10.472585)	pct_25673_ncorr_100_pos_(25.6201, 10.472585)	pct_25673_ncorr_100_pos_(25.6201, 10.472585)	pct_25673_ncorr_100_pos_(25.6201, 10.472585)	pct_25673_ncorr_100_pos_(25.6201, 10.472585)
	20	40	60	80	100	150
ctr	0.04654134	0.03146359	0.01668246	0.01197496	0.00895201	0.00326929
sn	0.86468573	1.36411491	1.97642367	1.73962406	2.23940766	1.77166660
flux	182.56403724	123.41975353	65.43898995	46.97324531	35.11533965	12.82416954
	pct_64184_ncorr_50_pos_(25.6201, 10.472585)	pct_64184_ncorr_50_pos_(25.6201, 10.472585)	pct_64184_ncorr_50_pos_(25.6201, 10.472585)	pct_64184_ncorr_50_pos_(25.6201, 10.472585)	pct_64184_ncorr_50_pos_(25.6201, 10.472585)	pct_64184_ncorr_50_pos_(25.6201, 10.472585)
	20	40	60	80	100	150
ctr	0.04317247	0.03000293	0.02454212	0.01292355	0.00998600	0.00328476
sn	0.76101308	1.07662714	2.79650700	1.56438275	2.16457063	1.47809287
flux	169.34927139	117.69013668	96.26943890	50.69419074	39.17129346	12.88486047
	pct_64184_ncorr_100_pos_(25.6201, 10.472585)	pct_64184_ncorr_100_pos_(25.6201, 10.472585)	pct_64184_ncorr_100_pos_(25.6201, 10.472585)	pct_64184_ncorr_100_pos_(25.6201, 10.472585)	pct_64184_ncorr_100_pos_(25.6201, 10.472585)	pct_64184_ncorr_100_pos_(25.6201, 10.472585)
	20	40	60	80	100	150
ctr	0.05716010	0.03710395	0.02448153	0.01500338	0.00719171	0.00360487
sn	1.48075277	1.78435901	2.59017486	2.14250344	1.60105384	1.59969246
flux	224.21744445	145.54475603	96.03178601	58.85258140	28.21036641	14.14053238
	pct_128368_ncorr_50_pos_(25.6201, 10.472585)	pct_128368_ncorr_50_pos_(25.6201, 10.472585)	pct_128368_ncorr_50_pos_(25.6201, 10.472585)	pct_128368_ncorr_50_pos_(25.6201, 10.472585)	pct_128368_ncorr_50_pos_(25.6201, 10.472585)	pct_128368_ncorr_50_pos_(25.6201, 10.472585)
	20	40	60	80	100	150
ctr	0.06811490	0.04833849	0.03594122	0.01821985	0.01152557	0.00585567
sn	1.58273279	1.55639204	2.24895387	2.34087542	2.31324573	1.82947159
flux	267.18896978	189.61359615	140.98378344	71.46956005	45.21046089	22.96955810
	pct_128368_ncorr_100_pos_(25.6201, 10.472585)	pct_128368_ncorr_100_pos_(25.6201, 10.472585)	pct_128368_ncorr_100_pos_(25.6201, 10.472585)	pct_128368_ncorr_100_pos_(25.6201, 10.472585)	pct_128368_ncorr_100_pos_(25.6201, 10.472585)	pct_128368_ncorr_100_pos_(25.6201, 10.472585)
	20	40	60	80	100	150
ctr	0.05657059	0.04245268	0.03207542	0.01981343	0.01399752	0.00430923
sn	1.39699028	1.66208252	3.02038397	2.51994788	2.33992702	1.29503776
flux	221.90502195	166.52578166	125.81972394	77.72059876	54.90695790	16.90345994
	pct_1283_ncomp_20_pos_(25.6201, 10.472585)	pct_1283_ncomp_20_pos_(25.6201, 10.472585)
	50	100
ctr	0.00874767	-0.03441402
sn	-0.07038153	-0.44676678
flux	34.31379400	-134.99318625
	pct_1283_ncomp_40_pos_(25.6201, 10.472585)	pct_1283_ncomp_40_pos_(25.6201, 10.472585)
	50	100
ctr	0.03812866	0.00643566
sn	0.22239286	-0.12083997
flux	149.56431090	25.24464388
	pct_1283_ncomp_60_pos_(25.6201, 10.472585)	pct_1283_ncomp_60_pos_(25.6201, 10.472585)
	50	100
ctr	0.01963476	0.01547777
sn	0.12628125	0.06299466
flux	77.01972722	60.71342476
	pct_1283_ncomp_80_pos_(25.6201, 10.472585)	pct_1283_ncomp_80_pos_(25.6201, 10.472585)
	50	100
ctr	0.01163915	0.01541963
sn	-0.03378952	0.07779614
flux	45.65596918	60.48535058
	pct_1283_ncomp_100_pos_(25.6201, 10.472585)	pct_1283_ncomp_100_pos_(25.6201, 10.472585)
	50	100
ctr	0.01595211	0.01179088
sn	0.25493713	0.04984206
flux	62.57407495	46.25116593
	pct_1283_ncomp_150_pos_(25.6201, 10.472585)	pct_1283_ncomp_150_pos_(25.6201, 10.472585)
	50	100
ctr	0.01233115	0.01042551
sn	0.30215592	0.16263245
flux	48.37043707	40.89530992
	pct_6418_ncomp_20_pos_(25.6201, 10.472585)	pct_6418_ncomp_20_pos_(25.6201, 10.472585)
	50	100
ctr	0.04738049	0.05051242
sn	0.67770033	0.96074312
flux	185.85570753	198.14110240
	pct_6418_ncomp_40_pos_(25.6201, 10.472585)	pct_6418_ncomp_40_pos_(25.6201, 10.472585)
	50	100
ctr	0.03148582	0.03275946
sn	1.12707580	1.26416103
flux	123.50693789	128.50294523
	pct_6418_ncomp_60_pos_(25.6201, 10.472585)	pct_6418_ncomp_60_pos_(25.6201, 10.472585)
	50	100
ctr	0.02730769	0.03149844
sn	2.03105973	2.73731923
flux	107.11771186	123.55643740
	pct_6418_ncomp_80_pos_(25.6201, 10.472585)	pct_6418_ncomp_80_pos_(25.6201, 10.472585)
	50	100
ctr	0.01795359	0.01519380
sn	1.98937712	2.31124959
flux	70.42511948	59.59952967
	pct_6418_ncomp_100_pos_(25.6201, 10.472585)	pct_6418_ncomp_100_pos_(25.6201, 10.472585)
	50	100
ctr	0.01574445	0.01433584
sn	2.54091459	2.99450483
flux	61.75950533	56.23408994
	pct_6418_ncomp_150_pos_(25.6201, 10.472585)	pct_6418_ncomp_150_pos_(25.6201, 10.472585)
	50	100
ctr	0.00542230	0.00283045
sn	1.70481106	1.10589663
flux	21.26961671	11.10277821
	pct_12836_ncomp_20_pos_(25.6201, 10.472585)	pct_12836_ncomp_20_pos_(25.6201, 10.472585)
	50	100
ctr	0.06970923	0.05711867
sn	1.41817348	0.98068888
flux	273.44292486	224.05492187
	pct_12836_ncomp_40_pos_(25.6201, 10.472585)	pct_12836_ncomp_40_pos_(25.6201, 10.472585)
	50	100
ctr	0.04294574	0.02989165
sn	1.98779169	1.29090175
flux	168.45989689	117.25363795
	pct_12836_ncomp_60_pos_(25.6201, 10.472585)	pct_12836_ncomp_60_pos_(25.6201, 10.472585)
	50	100
ctr	0.02700760	0.03281752
sn	2.30942998	3.14393056
flux	105.94057594	128.73069794
	pct_12836_ncomp_80_pos_(25.6201, 10.472585)	pct_12836_ncomp_80_pos_(25.6201, 10.472585)
	50	100
ctr	0.02044544	0.01968767
sn	2.76346725	2.50474982
flux	80.19973357	77.22725880
	pct_12836_ncomp_100_pos_(25.6201, 10.472585)	pct_12836_ncomp_100_pos_(25.6201, 10.472585)
	50	100
ctr	0.01732499	0.01529016
sn	2.65022082	2.03905102
flux	67.95937271	59.97750729
	pct_12836_ncomp_150_pos_(25.6201, 10.472585)	pct_12836_ncomp_150_pos_(25.6201, 10.472585)
	50	100
ctr	0.00549635	0.00424027
sn	2.20896326	1.37723604
flux	21.56010822	16.63297474
	pct_25673_ncomp_20_pos_(25.6201, 10.472585)	pct_25673_ncomp_20_pos_(25.6201, 10.472585)
	50	100
ctr	0.05108220	0.04654134
sn	1.03992720	0.86468573
flux	200.37614461	182.56403724
	pct_25673_ncomp_40_pos_(25.6201, 10.472585)	pct_25673_ncomp_40_pos_(25.6201, 10.472585)
	50	100
ctr	0.02207853	0.03146359
sn	0.89650439	1.36411491
flux	86.60569691	123.41975353
	pct_25673_ncomp_60_pos_(25.6201, 10.472585)	pct_25673_ncomp_60_pos_(25.6201, 10.472585)
	50	100
ctr	0.01951160	0.01668246
sn	2.29220876	1.97642367
flux	76.53661922	65.43898995
	pct_25673_ncomp_80_pos_(25.6201, 10.472585)	pct_25673_ncomp_80_pos_(25.6201, 10.472585)
	50	100
ctr	0.01369453	0.01197496
sn	2.02670123	1.73962406
flux	53.71845748	46.97324531
	pct_25673_ncomp_100_pos_(25.6201, 10.472585)	pct_25673_ncomp_100_pos_(25.6201, 10.472585)
	50	100
ctr	0.00911912	0.00895201
sn	2.17461742	2.23940766
flux	35.77085594	35.11533965
	pct_25673_ncomp_150_pos_(25.6201, 10.472585)	pct_25673_ncomp_150_pos_(25.6201, 10.472585)
	50	100
ctr	0.00372437	0.00326929
sn	1.81257086	1.77166660
flux	14.60931118	12.82416954
	pct_64184_ncomp_20_pos_(25.6201, 10.472585)	pct_64184_ncomp_20_pos_(25.6201, 10.472585)
	50	100
ctr	0.04317247	0.05716010
sn	0.76101308	1.48075277
flux	169.34927139	224.21744445
	pct_64184_ncomp_40_pos_(25.6201, 10.472585)	pct_64184_ncomp_40_pos_(25.6201, 10.472585)
	50	100
ctr	0.03000293	0.03710395
sn	1.07662714	1.78435901
flux	117.69013668	145.54475603
	pct_64184_ncomp_60_pos_(25.6201, 10.472585)	pct_64184_ncomp_60_pos_(25.6201, 10.472585)
	50	100
ctr	0.02454212	0.02448153
sn	2.79650700	2.59017486
flux	96.26943890	96.03178601
	pct_64184_ncomp_80_pos_(25.6201, 10.472585)	pct_64184_ncomp_80_pos_(25.6201, 10.472585)
	50	100
ctr	0.01292355	0.01500338
sn	1.56438275	2.14250344
flux	50.69419074	58.85258140
	pct_64184_ncomp_100_pos_(25.6201, 10.472585)	pct_64184_ncomp_100_pos_(25.6201, 10.472585)
	50	100
ctr	0.00998600	0.00719171
sn	2.16457063	1.60105384
flux	39.17129346	28.21036641
	pct_64184_ncomp_150_pos_(25.6201, 10.472585)	pct_64184_ncomp_150_pos_(25.6201, 10.472585)
	50	100
ctr	0.00328476	0.00360487
sn	1.47809287	1.59969246
flux	12.88486047	14.14053238
	pct_128368_ncomp_20_pos_(25.6201, 10.472585)	pct_128368_ncomp_20_pos_(25.6201, 10.472585)
	50	100
ctr	0.06811490	0.05657059
sn	1.58273279	1.39699028
flux	267.18896978	221.90502195
	pct_128368_ncomp_40_pos_(25.6201, 10.472585)	pct_128368_ncomp_40_pos_(25.6201, 10.472585)
	50	100
ctr	0.04833849	0.04245268
sn	1.55639204	1.66208252
flux	189.61359615	166.52578166
	pct_128368_ncomp_60_pos_(25.6201, 10.472585)	pct_128368_ncomp_60_pos_(25.6201, 10.472585)
	50	100
ctr	0.03594122	0.03207542
sn	2.24895387	3.02038397
flux	140.98378344	125.81972394
	pct_128368_ncomp_80_pos_(25.6201, 10.472585)	pct_128368_ncomp_80_pos_(25.6201, 10.472585)
	50	100
ctr	0.01821985	0.01981343
sn	2.34087542	2.51994788
flux	71.46956005	77.72059876
	pct_128368_ncomp_100_pos_(25.6201, 10.472585)	pct_128368_ncomp_100_pos_(25.6201, 10.472585)
	50	100
ctr	0.01152557	0.01399752
sn	2.31324573	2.33992702
flux	45.21046089	54.90695790
	pct_128368_ncomp_150_pos_(25.6201, 10.472585)	pct_128368_ncomp_150_pos_(25.6201, 10.472585)
	50	100
ctr	0.00585567	0.00430923
sn	1.82947159	1.29503776
flux	22.96955810	16.90345994
	ncorr_50_ncomp_20_pos_(25.6201, 10.472585)	ncorr_50_ncomp_20_pos_(25.6201, 10.472585)	ncorr_50_ncomp_20_pos_(25.6201, 10.472585)	ncorr_50_ncomp_20_pos_(25.6201, 10.472585)	ncorr_50_ncomp_20_pos_(25.6201, 10.472585)	ncorr_50_ncomp_20_pos_(25.6201, 10.472585)
	1283	6418	12836	25673	64184	128368
ctr	0.00874767	0.04738049	0.06970923	0.05108220	0.04317247	0.06811490
sn	-0.07038153	0.67770033	1.41817348	1.03992720	0.76101308	1.58273279
flux	34.31379400	185.85570753	273.44292486	200.37614461	169.34927139	267.18896978
	ncorr_50_ncomp_40_pos_(25.6201, 10.472585)	ncorr_50_ncomp_40_pos_(25.6201, 10.472585)	ncorr_50_ncomp_40_pos_(25.6201, 10.472585)	ncorr_50_ncomp_40_pos_(25.6201, 10.472585)	ncorr_50_ncomp_40_pos_(25.6201, 10.472585)	ncorr_50_ncomp_40_pos_(25.6201, 10.472585)
	1283	6418	12836	25673	64184	128368
ctr	0.03812866	0.03148582	0.04294574	0.02207853	0.03000293	0.04833849
sn	0.22239286	1.12707580	1.98779169	0.89650439	1.07662714	1.55639204
flux	149.56431090	123.50693789	168.45989689	86.60569691	117.69013668	189.61359615
	ncorr_50_ncomp_60_pos_(25.6201, 10.472585)	ncorr_50_ncomp_60_pos_(25.6201, 10.472585)	ncorr_50_ncomp_60_pos_(25.6201, 10.472585)	ncorr_50_ncomp_60_pos_(25.6201, 10.472585)	ncorr_50_ncomp_60_pos_(25.6201, 10.472585)	ncorr_50_ncomp_60_pos_(25.6201, 10.472585)
	1283	6418	12836	25673	64184	128368
ctr	0.01963476	0.02730769	0.02700760	0.01951160	0.02454212	0.03594122
sn	0.12628125	2.03105973	2.30942998	2.29220876	2.79650700	2.24895387
flux	77.01972722	107.11771186	105.94057594	76.53661922	96.26943890	140.98378344
	ncorr_50_ncomp_80_pos_(25.6201, 10.472585)	ncorr_50_ncomp_80_pos_(25.6201, 10.472585)	ncorr_50_ncomp_80_pos_(25.6201, 10.472585)	ncorr_50_ncomp_80_pos_(25.6201, 10.472585)	ncorr_50_ncomp_80_pos_(25.6201, 10.472585)	ncorr_50_ncomp_80_pos_(25.6201, 10.472585)
	1283	6418	12836	25673	64184	128368
ctr	0.01163915	0.01795359	0.02044544	0.01369453	0.01292355	0.01821985
sn	-0.03378952	1.98937712	2.76346725	2.02670123	1.56438275	2.34087542
flux	45.65596918	70.42511948	80.19973357	53.71845748	50.69419074	71.46956005
	ncorr_50_ncomp_100_pos_(25.6201, 10.472585)	ncorr_50_ncomp_100_pos_(25.6201, 10.472585)	ncorr_50_ncomp_100_pos_(25.6201, 10.472585)	ncorr_50_ncomp_100_pos_(25.6201, 10.472585)	ncorr_50_ncomp_100_pos_(25.6201, 10.472585)	ncorr_50_ncomp_100_pos_(25.6201, 10.472585)
	1283	6418	12836	25673	64184	128368
ctr	0.01595211	0.01574445	0.01732499	0.00911912	0.00998600	0.01152557
sn	0.25493713	2.54091459	2.65022082	2.17461742	2.16457063	2.31324573
flux	62.57407495	61.75950533	67.95937271	35.77085594	39.17129346	45.21046089
	ncorr_50_ncomp_150_pos_(25.6201, 10.472585)	ncorr_50_ncomp_150_pos_(25.6201, 10.472585)	ncorr_50_ncomp_150_pos_(25.6201, 10.472585)	ncorr_50_ncomp_150_pos_(25.6201, 10.472585)	ncorr_50_ncomp_150_pos_(25.6201, 10.472585)	ncorr_50_ncomp_150_pos_(25.6201, 10.472585)
	1283	6418	12836	25673	64184	128368
ctr	0.01233115	0.00542230	0.00549635	0.00372437	0.00328476	0.00585567
sn	0.30215592	1.70481106	2.20896326	1.81257086	1.47809287	1.82947159
flux	48.37043707	21.26961671	21.56010822	14.60931118	12.88486047	22.96955810
	ncorr_100_ncomp_20_pos_(25.6201, 10.472585)	ncorr_100_ncomp_20_pos_(25.6201, 10.472585)	ncorr_100_ncomp_20_pos_(25.6201, 10.472585)	ncorr_100_ncomp_20_pos_(25.6201, 10.472585)	ncorr_100_ncomp_20_pos_(25.6201, 10.472585)	ncorr_100_ncomp_20_pos_(25.6201, 10.472585)
	1283	6418	12836	25673	64184	128368
ctr	-0.03441402	0.05051242	0.05711867	0.04654134	0.05716010	0.05657059
sn	-0.44676678	0.96074312	0.98068888	0.86468573	1.48075277	1.39699028
flux	-134.99318625	198.14110240	224.05492187	182.56403724	224.21744445	221.90502195
	ncorr_100_ncomp_40_pos_(25.6201, 10.472585)	ncorr_100_ncomp_40_pos_(25.6201, 10.472585)	ncorr_100_ncomp_40_pos_(25.6201, 10.472585)	ncorr_100_ncomp_40_pos_(25.6201, 10.472585)	ncorr_100_ncomp_40_pos_(25.6201, 10.472585)	ncorr_100_ncomp_40_pos_(25.6201, 10.472585)
	1283	6418	12836	25673	64184	128368
ctr	0.00643566	0.03275946	0.02989165	0.03146359	0.03710395	0.04245268
sn	-0.12083997	1.26416103	1.29090175	1.36411491	1.78435901	1.66208252
flux	25.24464388	128.50294523	117.25363795	123.41975353	145.54475603	166.52578166
	ncorr_100_ncomp_60_pos_(25.6201, 10.472585)	ncorr_100_ncomp_60_pos_(25.6201, 10.472585)	ncorr_100_ncomp_60_pos_(25.6201, 10.472585)	ncorr_100_ncomp_60_pos_(25.6201, 10.472585)	ncorr_100_ncomp_60_pos_(25.6201, 10.472585)	ncorr_100_ncomp_60_pos_(25.6201, 10.472585)
	1283	6418	12836	25673	64184	128368
ctr	0.01547777	0.03149844	0.03281752	0.01668246	0.02448153	0.03207542
sn	0.06299466	2.73731923	3.14393056	1.97642367	2.59017486	3.02038397
flux	60.71342476	123.55643740	128.73069794	65.43898995	96.03178601	125.81972394
	ncorr_100_ncomp_80_pos_(25.6201, 10.472585)	ncorr_100_ncomp_80_pos_(25.6201, 10.472585)	ncorr_100_ncomp_80_pos_(25.6201, 10.472585)	ncorr_100_ncomp_80_pos_(25.6201, 10.472585)	ncorr_100_ncomp_80_pos_(25.6201, 10.472585)	ncorr_100_ncomp_80_pos_(25.6201, 10.472585)
	1283	6418	12836	25673	64184	128368
ctr	0.01541963	0.01519380	0.01968767	0.01197496	0.01500338	0.01981343
sn	0.07779614	2.31124959	2.50474982	1.73962406	2.14250344	2.51994788
flux	60.48535058	59.59952967	77.22725880	46.97324531	58.85258140	77.72059876
	ncorr_100_ncomp_100_pos_(25.6201, 10.472585)	ncorr_100_ncomp_100_pos_(25.6201, 10.472585)	ncorr_100_ncomp_100_pos_(25.6201, 10.472585)	ncorr_100_ncomp_100_pos_(25.6201, 10.472585)	ncorr_100_ncomp_100_pos_(25.6201, 10.472585)	ncorr_100_ncomp_100_pos_(25.6201, 10.472585)
	1283	6418	12836	25673	64184	128368
ctr	0.01179088	0.01433584	0.01529016	0.00895201	0.00719171	0.01399752
sn	0.04984206	2.99450483	2.03905102	2.23940766	1.60105384	2.33992702
flux	46.25116593	56.23408994	59.97750729	35.11533965	28.21036641	54.90695790
	ncorr_100_ncomp_150_pos_(25.6201, 10.472585)	ncorr_100_ncomp_150_pos_(25.6201, 10.472585)	ncorr_100_ncomp_150_pos_(25.6201, 10.472585)	ncorr_100_ncomp_150_pos_(25.6201, 10.472585)	ncorr_100_ncomp_150_pos_(25.6201, 10.472585)	ncorr_100_ncomp_150_pos_(25.6201, 10.472585)
	1283	6418	12836	25673	64184	128368
ctr	0.01042551	0.00283045	0.00424027	0.00326929	0.00360487	0.00430923
sn	0.16263245	1.10589663	1.37723604	1.77166660	1.59969246	1.29503776
flux	40.89530992	11.10277821	16.63297474	12.82416954	14.14053238	16.90345994
	pct_1283_ncorr_50_pos_(25.6201, 10.472585)	pct_1283_ncorr_50_pos_(25.6201, 10.472585)	pct_1283_ncorr_50_pos_(25.6201, 10.472585)	pct_1283_ncorr_50_pos_(25.6201, 10.472585)	pct_1283_ncorr_50_pos_(25.6201, 10.472585)	pct_1283_ncorr_50_pos_(25.6201, 10.472585)
	20	40	60	80	100	150
ctr	0.00874767	0.03812866	0.01963476	0.01163915	0.01595211	0.01233115
sn	-0.07038153	0.22239286	0.12628125	-0.03378952	0.25493713	0.30215592
flux	34.31379400	149.56431090	77.01972722	45.65596918	62.57407495	48.37043707
	pct_1283_ncorr_100_pos_(25.6201, 10.472585)	pct_1283_ncorr_100_pos_(25.6201, 10.472585)	pct_1283_ncorr_100_pos_(25.6201, 10.472585)	pct_1283_ncorr_100_pos_(25.6201, 10.472585)	pct_1283_ncorr_100_pos_(25.6201, 10.472585)	pct_1283_ncorr_100_pos_(25.6201, 10.472585)
	20	40	60	80	100	150
ctr	-0.03441402	0.00643566	0.01547777	0.01541963	0.01179088	0.01042551
sn	-0.44676678	-0.12083997	0.06299466	0.07779614	0.04984206	0.16263245
flux	-134.99318625	25.24464388	60.71342476	60.48535058	46.25116593	40.89530992
	pct_6418_ncorr_50_pos_(25.6201, 10.472585)	pct_6418_ncorr_50_pos_(25.6201, 10.472585)	pct_6418_ncorr_50_pos_(25.6201, 10.472585)	pct_6418_ncorr_50_pos_(25.6201, 10.472585)	pct_6418_ncorr_50_pos_(25.6201, 10.472585)	pct_6418_ncorr_50_pos_(25.6201, 10.472585)
	20	40	60	80	100	150
ctr	0.04738049	0.03148582	0.02730769	0.01795359	0.01574445	0.00542230
sn	0.67770033	1.12707580	2.03105973	1.98937712	2.54091459	1.70481106
flux	185.85570753	123.50693789	107.11771186	70.42511948	61.75950533	21.26961671
	pct_6418_ncorr_100_pos_(25.6201, 10.472585)	pct_6418_ncorr_100_pos_(25.6201, 10.472585)	pct_6418_ncorr_100_pos_(25.6201, 10.472585)	pct_6418_ncorr_100_pos_(25.6201, 10.472585)	pct_6418_ncorr_100_pos_(25.6201, 10.472585)	pct_6418_ncorr_100_pos_(25.6201, 10.472585)
	20	40	60	80	100	150
ctr	0.05051242	0.03275946	0.03149844	0.01519380	0.01433584	0.00283045
sn	0.96074312	1.26416103	2.73731923	2.31124959	2.99450483	1.10589663
flux	198.14110240	128.50294523	123.55643740	59.59952967	56.23408994	11.10277821
	pct_12836_ncorr_50_pos_(25.6201, 10.472585)	pct_12836_ncorr_50_pos_(25.6201, 10.472585)	pct_12836_ncorr_50_pos_(25.6201, 10.472585)	pct_12836_ncorr_50_pos_(25.6201, 10.472585)	pct_12836_ncorr_50_pos_(25.6201, 10.472585)	pct_12836_ncorr_50_pos_(25.6201, 10.472585)
